0.225	0.114255
0.208986	0.100048
0.194258	0.0738406
0.180704	0.0495145
0.168223	0.026838
0.15672	0.00568486
0.146113	-0.0140404
0.136324	-0.032432
0.127281	-0.0495807
0.118922	-0.0655677
0.111187	-0.0804693
0.104022	-0.0943593
0.0973791	-0.107309
0.0912136	-0.119388
0.0854847	-0.130662
0.0801553	-0.141194
0.0751916	-0.151044
0.0705626	-0.160268
0.0662402	-0.168915
0.0621986	-0.176997
0.0584144	-0.184325
0.054866	-0.191154
0.051534	-0.197702
0.0484004	-0.189213
0.045449	-0.0306843
0.0426648	0.388742
0.0400344	1.02582
0.0375451	1.82185
0.0351858	2.7441
0.032946	3.77093
0.0308164	4.88653
0.0287882	6.07845
0.0268535	7.33625
0.0250053	8.65074
0.0232368	10.0135
0.021542	11.4167
0.0199155	12.8524
0.0183522	14.3131
0.0168475	15.7907
0.0153972	17.2767
0.0139975	18.7621
0.0125977	20.2881
0.011198	21.8406
0.0097982	23.4006
0.00839845	24.9408
0.0069987	26.4233
0.00559896	27.796
0.00419921	28.9917
0.00279947	29.9315
0.00139973	30.536
0	30.7437
