0.225	4.06858e-05
0.208986	5.18273e-05
0.194258	7.42846e-05
0.180704	9.74323e-05
0.168223	0.000119964
0.15672	0.000141796
0.146113	0.000162869
0.136324	0.000183144
0.127281	0.000202592
0.118922	0.000221194
0.111187	0.000238944
0.104022	0.000255852
0.0973791	0.000271939
0.0912136	0.000287236
0.0854847	0.000301783
0.0801553	0.000315621
0.0751916	0.000328799
0.0705626	0.000341361
0.0662402	0.000353266
0.0621986	0.000363018
0.0584144	0.000350257
0.054866	0.000194745
0.051534	3.28959e-05
0.0484004	0.000114178
0.045449	0.00111537
0.0426648	0.0032094
0.0400344	0.00565867
0.0375451	0.00806237
0.0351858	0.0102974
0.032946	0.0123173
0.0308164	0.0141062
0.0287882	0.0156623
0.0268535	0.0169905
0.0250053	0.0180989
0.0232368	0.0189975
0.021542	0.0196968
0.0199155	0.0202078
0.0183522	0.0205417
0.0168475	0.0207096
0.0153972	0.0207235
0.0139975	0.0205955
0.0125977	0.0203276
0.011198	0.0199235
0.0097982	0.0193925
0.00839845	0.018754
0.0069987	0.0180407
0.00559896	0.017304
0.00419921	0.0166144
0.00279947	0.0160527
0.00139973	0.0156891
0	0.0155641
