0.305	0.000357151
0.297025	-0.00938884
0.289145	-0.0313512
0.281359	-0.0587761
0.273666	-0.0949226
0.266064	-0.152772
0.258553	-0.242017
0.251131	-0.338069
0.243797	-0.402406
0.236551	-0.412552
0.22939	-0.354992
0.222315	-0.219436
0.215324	-0.0277898
0.208417	0.169905
0.201591	0.373142
0.194847	0.601854
0.188183	0.852201
0.181598	1.12207
0.175092	1.40998
0.168663	1.71486
0.162311	2.03586
0.156034	2.37227
0.149831	2.72346
0.143703	3.0888
0.137648	3.46767
0.131664	3.85937
0.125752	4.26316
0.11991	4.67818
0.114138	5.10351
0.108434	5.53808
0.102798	5.98071
0.0972296	6.43003
0.0917271	6.88458
0.0862901	7.3427
0.0809178	7.80257
0.0756094	8.26214
0.0703642	8.71913
0.0651814	9.17101
0.0600602	9.61498
0.055	10.048
0.05	10.4666
0.045	10.8719
0.04	11.2589
0.035	11.6221
0.03	11.9558
0.025	12.2536
0.02	12.5091
0.015	12.716
0.01	12.8687
0.005	12.9628
0	12.9947
