0.275	0.0716308
0.26401	0.0674655
0.253562	0.0595914
0.243612	0.0521685
0.234122	0.0451606
0.225057	0.0385439
0.216385	0.0322973
0.208074	0.0263977
0.200099	0.0208234
0.192435	0.0155957
0.185059	0.0107348
0.17795	0.00610004
0.171089	0.00265872
0.164459	0.0299302
0.158045	0.128943
0.151831	0.300012
0.145804	0.524172
0.139953	0.791092
0.134265	1.09435
0.128732	1.42957
0.123342	1.79358
0.118089	2.18389
0.112963	2.59844
0.107957	3.03544
0.103066	3.49325
0.0982824	3.97033
0.093601	4.46516
0.0890165	4.9762
0.0845242	5.50188
0.0801196	6.04058
0.0757988	6.59054
0.071558	7.14992
0.0673936	7.71671
0.0633026	8.28873
0.059282	8.8636
0.055329	9.43873
0.051441	10.0112
0.0476158	10.578
0.0438511	11.1355
0.0401449	11.6799
0.0364953	12.207
0.0328457	12.7198
0.0291962	13.2118
0.0255466	13.6761
0.021897	14.1045
0.0182475	14.4886
0.014598	14.8194
0.0109485	15.0881
0.00729896	15.2867
0.00364947	15.4087
0	15.4492
