0.255	0.0840076
0.242	0.077123
0.229839	0.0642121
0.218447	0.0520465
0.20776	0.0405593
0.19772	0.0297102
0.188273	0.0194616
0.179371	0.00977377
0.170969	0.000602951
0.163026	-0.00809064
0.155506	-0.0163402
0.148375	-0.0241759
0.141602	-0.0315923
0.135157	-0.0384884
0.129017	-0.0450703
0.123157	-0.0506148
0.117556	-0.0205797
0.112193	0.10965
0.107052	0.350044
0.102115	0.66948
0.0973677	1.05108
0.0927962	1.48428
0.088388	1.96188
0.0841315	2.47849
0.0800162	3.02987
0.0760325	3.61247
0.0721715	4.22315
0.0684252	4.85902
0.0647862	5.51736
0.0612477	6.19552
0.0578034	6.89085
0.0544478	7.60065
0.0511754	8.32213
0.0479816	9.05233
0.044862	9.78815
0.0418124	10.5262
0.0388291	11.2629
0.0359088	11.9942
0.0330482	12.7157
0.0302445	13.4226
0.0274949	14.1097
0.0247454	14.7835
0.0219959	15.4354
0.0192464	16.0558
0.0164968	16.6332
0.0137473	17.1553
0.0109979	17.6084
0.00824837	17.979
0.00549891	18.2546
0.00274945	18.4246
0	18.4813
